text,label
beginning of feb i called united they said they would send another voucher by mail. never got anything.,0
"the internet is a great thing. i am emailing executives in your company, maybe they will respond to me in a timely manner.",0
that is weak. see ya hey !!,0
i flew back w other company since united did not have an earlier flight,0
i am trying to book awards for september and need flights on but they will not show even w many award seats availab,0
i sure did. i had to drive a total of 3 hours to get my own bag. i would like to explain that debacle but no one wants to talk to me.,0
"see? we were told repeatedly that the pilot was late flight and kept getting late flightr. after we boarded, there was a defibrillator issue.",0
why no preferred security line anymore. my tsa precheck did not pull on my partner flight!,0
airport need to indicate different gates for terminals aampc.,0
"yes please! i am newly married and trying to update my last name on a preexisting international flight! it seems so easy, but...",0
how does united refuse to reissue a 400 lost voucher when their plane did not take off due to mechanics?,0
"also during the run i was instructed to do, i shattered my computer.",0
"yes, we have been with the agents for the last 50 minutes. one of the agents have been very rude, but thankfully ladan has been nice.",0
"iah to charlotte. baggage claim rep latrice h. non existent, ignored customer then inappropriately touched customer",0
i would have loved to respond to your website until i saw the really long form. in business the new seats are bad,0
a refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,0
then why have i not received my call back its been 3 days...it is an infant car seat how am i supposed to go anywhere with my child,0
well sitting on the ground on time but waiting for a gate...again,0
"no, i need you guys to not over book planes. it is not a concern, i will just travel with someone else moving forward.",0
a measly 50 ecertificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during ua1116.,0
when will email addressusername signon be available? it is been a while.,0
rude rude,0
why cannot i get a boarding pass for my austrian airlines codeshare flight. rebook incls a 6 hour layover amp i am stuck outside sec,0
. ...i received on other flights. truly breaks guitars.,0
just flew to paid 100 from a third suitcase which did not even make it on the plane! besides for the impolite service...,0
my bag is still in colo springs. i am disabled and have to search an unfamiliar airport and look for my bag. not a good outcome,0
shame that there is no flex to tickets transfer rules. even calling from neurosurgery icu is not enough!,0
no. denver said they do not handle baggage that made it to colo. springs. they gave me an 800 number to call. no help there either.,0
you guys need some serious training in customer service. too many better options to put up with the way you guys handle you are mistakes,0
once he found out we had a problem he avoided me like the plague. was told we cannot find a supervisor.,0
zcc82u cancelled flight flight 16h in advance??? need connect flight reschedule so the link is not helping. help!? gf waited months to see me.,0
i will not be flying you again,0
"in addition, my first flight was delayed an hour and i am arriving at my destination 8 hrs late flight.",0
our travel booked thru united group dept. okc ticket agent less than willing to help with our connection in lax.,0
v upset with your disability services. when i told one of your employees i was carrying medical equipment she was very rude.,0
thnx for quick reply but do not think you can assist. our intl grp will be put to considerable inconvenience today.,0
will not transfer flight ticket to accompany an 11 yr old who is active military mom had to have emergency brain surgery? wow!!,0
7 weeks late flightr and i still have not received my miles from the mileageplus gift card 150 starbucks card i handed over!!!,0
"as a 1k, i am always hoping for improvement.",0
not yet. i complained about the guy who checked my luggage in as he was throwing the bags around. unfortunate coincidence i hope?,0
okc ticket agent roger mclarrensp? less than helpful with our intl group travel problems cannot find a supervisor for help.,0
mobile apps need construction from the ground up for each os category. it is expensive to get right .,0
another fail for the united ticket agents in okc. less than helpful and could care less about our problems. american here we come.,0
"i just sent an email to customer care, telling them i may have to break up with you . i sincerely hope they can help me!!",0
silly i am flying delta today. your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,0
what is your phone number. i cannot find who to call about a flight reservation.,0
"well, you cannot fix me missing my buddies 30th birthday because of negligence but you can attempt to make up for it.",0
"why am i to believe they will help when customer service could not? like i said, i want a number to someone who can fix what you did.",0
they helped me at the baggage service desk. said because tsa screening was down in fll not all bags made it but bag will be in ewr 12,0
mobile boarding pass disappeared from phone while standing in line to board. second time this week... hmm.,0
had to explain to a very over eager flight attendant trying to ask about my vision that my was not a guide dog!,0
what is the point of asking for details about a when you book if your flight crew does not read them? continued,0
i tried but no one was available in bogota and everyone was rude in houston. i was stuck for 35 hours because of you guys,0
ua 236 las to iad 224 mechanical problems again took off had to land for fix delayed again !,0
. what is going on with ua 236? outbound flight last thurs was delayed 4hrs how long will this delay be?,0
ua1429 iad to las 219 mechanical problems switched aircraft delayed 3.5 hours!,0
crashed trying to check in.,0
on 768 to logan boarding gong show due to lax carry on enforcement. bins full of coats no room for bags. you need a better system!,0
blackmailed me into paying 130 extra or having my return ticket nullified in san francisco airport. terrible service from rep,0
disappointed that you did not honor my 100 credit given to me for you are mistakes. taking my business elsewhere out.,0
ua1673 still waiting! supposed to depart 908,0
it was credit from my last trip that never came in the mail!,0
ok it is now been 7 months waiting to hear from airline. i gave them quite a bit more than the 30 days requested! terrible service,0
does this process ever end? still waiting for the reply since 2 months,0
what is going on with your website? i am flight booking problems three tickets today and i have been booted off the system umpteen times.,0
how do i get my account number if your website says email is unavailable?,0
"i received 1 bag last night, i am still missing the other one.",0
"you will need to upgrade the seats too, even in economy plus it is like sitting on a concrete bench.",0
2nd flight also delayed no pilots! but they boarded is so we can just sit here!,0
but it is hard to stay upset at someone when they at least try to show remorse.,0
"by the way, a simple apology goes a long way, even if it is a hollow one. it is obvious that you do not care about me or my wellbeing,",0
this is not a one time thing either! it is a shocking pattern of repeated neglect and disrespect.,0
fingers crossed amp its all intact. very disappointed with this experience as before this we were actually saying we enjoyed using you,0
"it is an incredibly easy fix, but you would rather stay in your comfort zone, while i get forced out of mine.",0
ours in july. you have zero excuses for this. you have an outofdate system that causes problems like this.,0
everyone around us is sitting with their friends and family members. they booked their tickets in october and december. we bought,0
not sure what you are talking about. she is going on nonstop flights. sna to sfo and then sfo to ewr.,0
". it will be because i am moving to because of talk, no service",0
"i asked a legitimate question about systemwide vs. localized problems, and got back an unrelate flightd copypaste. you can do better.",0
what time? who can i call. i need my skis. i will go to the airport and get them. no more faith in united.,0
i see you guys are at it again. amazing how one company continually makes mistakes yet fails to be held accountable for their error,0
yeah sorry but there is always a problem with united. and you have an international reputation for having problems.,0
"but then again, maybe the would care more to hear what went on than whoever listens to issues you caused",0
i wonder if sharing all this on fb and insta would produce a number. 140 characters really limits my story telling.,0
so you are telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,0
could this email be resent as it does not appear to have arrived.,0
you have to follow me in order for me to dm...come on now,0
"25 united coupon to make up for broken entertainment system on a 9hour flight, seriously?",0
so they did not drop my bag overnight amp now i am leaving for a week. this is why you were supposed to hold on to the bag...,0
i did dm the details but still no response. i have to book today.,0
not able to dm you my confirmation number,0
"i have sent the message, let me know if you got it. i am not very twitterliterate. also, is he really going to be stuck for 18hrs?",0
very unhappy at no response to complaint emailed on 2nd feb ref.8441639. awful customer service!,0
we were not given the option of using our united travelbank in a recent flight booking problems! any help in using or recouping these funds? thanks!,0
common!! keep your paper work ready and do not delay our flightsand meetings,0
"yep that is correct, i got an email at 1230 am that the flight was cancelled flightled, does not matter now flight into atl is delayed, thanks",0
1k and had problem getting out of fll to iah sent dm to you about making my connection please let me know,0
"i am grounded in montreal with ua3659. i am missing my connection ua3417 to st. louis. can you help,do you have a private jet for me?",0
i am so frustrated and nervous because of this.,0
are the ones who make it difficult for me.,0
i am not a child. i am someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. you,0
how does it get cancelled flightled 10 hours before take off?,0
"this always happens with you guys, and it makes traveling incredibly stressful and uncomfortable. is that good business to you?",0
so what does someone with severe anxiety do when the one person who can help him is not next to him?,0
i am seeking to go 2 client. bc you cannot get me there i need refund. i filled out form not confident it works if past is an indication,0
luckily i made my flights this time but was so disappointed with the lack of communication,0
checking to see why flight 3466 atlord got cancelled flighted?,0
service so far has been horrid. we wanted to end the trip on a high note. guess that is not an option.,0
booked a flight home over 7 months ago and requested seats together for my fiancée and i. we got 2 middle seats. unacceptable. the,0
you guys are horrible.,0
why do i have to pay 17 for wifi with an international business ticket?,0
"ok. to top things off, you have lost my luggage. could you get any worse???",0
and my luggage has been broken!! up,0
maybe one day you will be the one quoted on,0
flight delayedno one remembered to turn the heat on flight 559 leaving ordseriously???,0
to speak to a real person to get this resolved politely and efficiently. 22,0
"i had not filed a refund claim as i was told there was no charge by your dm. this is disputed by my bank, hence why i would like12",0
did bags make it on the flight out of iad? second day without clothes is pretty inconvenient. we are pretty curious,0
hence why i have been asking for the customer service phone number so i can speak to a real person to get this sorted out,0
did our bags leave washington yet? that would be convenient seeing as we left there a day ago.,0
"according to your dms, i am not owed a refund. please may i be provided with a contact number before i go to my bank to file claim",0
about 3 hours ago. i need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,0
pls properly train your agents. requested to speak to 1k customer service amp was transferred to a dead end. not even open at this hr,0
thanks for remembering to load my bag onto my connecting flight. oh wait you forgot. iceland should be fun with no clothes...,0
"customer service is atrocious! you have disrupted my travel plans, you have lost my luggage and it is impossible to talk to a human",0
terminal at mia should have food open before 5am esp when there are flights at 6am. two hours early like recommended. cannot eat.,0
it was ua flight 1001! now i am currently stuck in portland because i missed my ride because of the 3 hour delay.,0
"has not responded to my various requests for contact numbers, does anyone know the uk customer service number for",0
how we looking on getting those bags to lusaka,0
could you update me on the suitcase please? the online and phone tracking told me nothing. i was told i would have it back yesterday!,0
just 1 last thing. you guys should not be charging for drinks on a transatlantic flight,0
lhr arrival lounge . waited 20 mins for shower then left to find hotel. you know how many passengers you carry. planning???,0
completed form but doubt it is any use. ua does not care. 6 day vacation will now be 5. sure ua will not feel responsibility for that...,0
"nope, they told us it was time for them to go home and to sleep at the airport. even though they assured us we would get a room...",0
"...back for the expensive holiday, he worked all year to pay for, that you ruined! we want compensation amp his original case back!",0
thanks united i understand that. but he would actually like his own bag back! what have you done with it?! he also wants the money...,0
"frankly worse customer service ever. problems will happen, how you deal defines a company. never again united.",0
"it is still a valid flight. just seems strange to delay for late flight inbound crew, 7 hours from now, when the plane is already here.",0
thanks for the lack of help and the canned response from the 1k desk!,0
it is too bad ua has had another unforeseeable operational issue on my return flight.,0
if i pay you 25 and 35 for my luggage to be delivered when i arrive. why should i have to wait 3 additional days for its delivery?,0
so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we cannot leave!,0
outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs. what is your logic? and why? am i writing to a machine? human help required,0
we do not like to hear you had a poor experience. please share details wour customer care team,0
no cancelled flightn just left us to fend for ourselves when flt came in late flight. getting runaround for 3 hrs. each employee blaming previous 1.,0
okay ase24766m. find our luggage.,0
the agent that met us at the gate said any issues wdelays on ua1116 would have to be taken up online...,0
but they are not... lady one phone says its in tel aviv. tel aviv united says its in newark. no one knows and i have nothing...,0
"yes, but still now answers. many have not had their luggage for 3 days! unacceptable!!",0
what is that going to do for you? nothing just like you always do,0
plus what about food? and taxis?,0
you are offering us 8 rooms for 32 people,0
32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,0
the bright side would be keeping the promise that was made to me. hope you are having a good night. thanks.,0
i take back the comment about your team here working hard to help us a so far no solution for a hotel or food or anything,0
on 4124 arriving two hours late flight into clt. now sitting on the tarmac while they move a plane from the gate. unhappy customer.,0
airlines is the absolute worst. they have no idea what they are doing.,0
thanks might want to fix this line our customer care team is currently responding to most inquiries within 710 business days.,0
"it is frustrating, as a frequent flyer, loyal since continental. upgrade equals paying 3 times or more on top of purchase ticket.",0
"at its worse. cannot figure how to pack plane, screws up connectns then claims no hotl rooms in san fran for stranded pax. way to go!",0
4 passengers after a 2 hour delayed flight left with no hotel at the end of the night hou airport. wtf??!!,0
"hey why does the flight from iah to pos leave so late flight, and the one back to iah so early? i rather get to pos earlier",0
lost bag process is broken. agent promised they would call amp hold my bag when found. now they are waking me at 3am w delivery.,0
the people at the counter have been very helpful. as you can see nobody is there. flight to austin 1055 and still sitting here.,0
we regret to hear this. please let us know if you need assistance. kn i was finally able to secure my seat. thanks,0
good to know you will open the closed doors for premier passengers after safety briefings on delayed flights. .,0
yea get me to phoenix already. delays all day with you people. it is bullshit.,0
"if it is any consolation, your staff was stellar. just not the hour delays i encountered with every one of my 4 flights.",0
that is unfortunate. the was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,0
lost bags. cancelled flightled flights. delhi call centers. poor united staff spread thin and stressed. you name it.,0
yes. does not make that mistake any less absurd. does not change the fact that i am very inconveniently missing my luggage tonight.,0
i am constantly having challenges with upgrades amp charges. in order to prevent dvt i have to pay an addtl 180,0
"in ord, waited 20 min after crew members left before gate items came. flight attendant sarcastically said good luck and walked away.",0
seriously on making strangers share a room,0
we needed them here as soon as possible. will they make it on todays flight?,0
agent split up my reservation? now cannot cancelled flight and refund credit for 2wks? why,0
why would they make me share a room?,0
"tried calling too, but w25 min phn wait means we would miss options anyway",0
can you ask your guys with flight 1146 to bwi to wait for us to get off a delayed flight from san diego? pretty please?,0
we are still waiting to find out your rep is working hard most upset about having to wait to tomorrow pm to get to mammoth,0
"for an early flt, i think a call is appropriate. yes, reviewed and nada avail until next day. expect full refund",0
"again i ask, who can i call to get this fixed? tweeting me bs questions to stall only makes things worse. phone number please.",0
yo yo yo stuck on the tarmac for over 2 hours at ... going to miss my ride at help please!,0
it is highly unprofessional for you to overbook a flight by 12 seats ampfeel that i should rearrange my schedule for your mismanagement,0
"well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear call corp",0
"ice, which i totally understand. but when a large number of us are facing 15 hours of time and overnight cancelled flightations it seems like",0
flt 1249 cancelled flightled and i get email 30 am? what happened to courtesy phn call? had to book different airline amp city,0
"tag numbers 0016 964012, 0016 964077, 0016 964078 let us find these bags.",0
"better train your support staff with appropriate decorum, consider revisiting your terrible provide a death certificate policy",0
well the bar is set low! you guys are really good at the apology game! what will change? when will you guys learn?,0
i have no way of making phones calls... need to handle via twitteremailweb. thank you!,0
your website deserves a new design. ftw!,0
thanks for effing up our holidays we are missing a full day of skiing due to your baggage teams incompetence at,0
agent helps the person in front of me. finishes up with them and then walks away. the guy behind me is as shocked as i am.,0
connection at ord was on the exact same plane again. checked carryon was apparently taken off amp left in chicago. pretty ridiculous.,0
not encouraged that i will have my cpap tonight.,0
yes. did file a claim as soon as the carousel stopped without my bag on it. got an email that its found but not sched for delivery,0
delay dencle because they have to manually enter baggage tags? really? worst cust service day for this 1ker. ??,0
"why tell us flight is delayed, then tell us it is on time again with 20 min to spare? do not say it is delayed unless you are sure!",0
"yes in lusaka, zambia. my guess is the bags never made the plane at iad.",0
"late flight to denver, late flight to newark...let us not even get into the disaster that was checking bags. unacceptable.",0
has once again let me down. do not think i have ever flown with them and not had problems. worst airline period.,0
yes i filed a claim amp hope to receive by luggage by 2am. ridiculous as i had to purchase items to go to sleep amp no reimbursement.,0
ua938 ordlhr. bags are being loaded 30min late flight. frigid air into cabin! plane feels like falling apart! upgrade long haul fleet!,0
"flight attendant never served me my beverage tea, and not once checked up on me. what gives?",0
load balancing system apparently down major impact on all airlines flights. was this a ?,0
after our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big pbampj sandwich.,0
spent hundreds to rectify the situation and you guys go quiet,0
ua276 sitting at ewr nearly an hour after sked. pilot says computers down but no clue when we will leave. can you help?,0
so that is it? it just ends there? come on! i traveled for literally an extra day and a half because of this!,0
i received my luggage that also looked to be left in the snow when i arrived. i am asking for all 50 people to be refunded.,0
